words,counts
targeted,16
observe,29
pencil,14
furry,12
hedgehog,155
highlights,18
dvds,51
emphasizes,11
chronicle,40
akihabara,30
leak,11
nuclear,28
anywhere,38
kayo,13
sns,15
mahou,52
employment,11
assassins,43
array,24
idiosyncratic,27
display,44
3e,27
kunugigaoka,24
homeroom,61
korosensei,31
succeeding,24
akabane,13
accomplishing,38
shiota,24
trained,87
reunited,70
reset,29
resistance,27
libra,20
retains,14
recalls,43
identify,29
homewritten,41
drowning,28
saviors,30
warlord,75
obey,14
alluring,12
yan,50
decades,30
sorcery,10
untamed,17
humanoid,135
attractions,39
destination,47
covered,29
snowball,16
millions,25
earl,19
ciel,30
london,36
sebastian,24
michaelis,21
cruise,16
suspected,35
reapers,10
phoenix,40
symbol,30
coffins,10
himsource,35
centuries,49
tenma,20
annoyance,16
vain,11
ainsworth,18
penchant,14
choosing,44
lalatina,11
dustiness,11
ford,11
masochist,12
extraterrestrial,25
delivered,32
terra,14
guards,19
nanba,48
3000,12
kamigami,19
ki,20
maze,20
chiya,13
rank,53
location,82
kon,20
reticent,10
nono,25
vague,23
versus,15
invaders,81
revolutionary,67
animethe,21
v,28
katta,79
kirifudas,15
offeven,15
removing,15
hamukatsu,19
hamsters,16
appearthey,15
killers,36
killersthe,15
pairs,38
courses,52
grueling,13
unclear,24
descend,35
youjo,15
senki,51
earning,39
mediocre,16
barely,34
dayswritten,18
overweight,13
progresses,40
vengeance,79
addressing,13
doomed,27
bicycle,49
kurata,17
weekend,10
cycling,13
owning,19
bike,15
comment,14
riding,77
pedal,15
showgate,18
freshly,11
kisses,17
kirihara,13
rui,14
r,18
securing,24
underwear,41
flurry,13
endou,13
eg,15
seconds,26
reflect,23
blunt,10
majority,31
identical,17
wordplay,13
threeway,12
18th,27
conglomerate,12
sousuke,33
enigmatic,144
bach,14
plotting,68
ecchi,10
centurys,17
spacetime,16
administration,21
bureau,33
gainssource,12
hashimoto,24
eight,141
ears,37
tails,14
tora,16
kuro,25
freespirited,20
strengthen,32
international,151
unrest,27
embrace,21
tremendous,15
woolly,10
3ds,13
gamesource,17
ranger,11
convey,39
inviting,33
forests,27
voiced,36
seiyuu,12
desu,23
princesses,59
bumps,14
matsue,20
prologue,24
removed,25
meiji,39
cheese,36
kihara,11
frogman,15
dle,13
gen,10
extinct,47
originated,12
narrated,50
momozono,24
mikage,31
tomoe,40
posed,28
tomoes,24
mangaka,11
gosho,14
takao,11
consecutive,11
bites,20
rakuzan,12
seirin,25
timesource,22
triple,11
raging,33
entertainments,22
strish,10
suggest,14
kaitou,20
seriesthe,17
audacious,12
miraclemaker,12
hachi,21
globe,40
traps,30
treasuresource,12
persons,45
alumni,13
album,216
shaped,78
prepared,57
octopuslike,12
introduced,146
sekigahara,17
troops,54
wounded,22
murasaki,26
nearest,10
ownthe,12
populated,51
archer,25
yoichi,21
nasu,14
tearing,20
annihilate,62
persecution,18
elves,25
unconventional,31
crystals,38
blade,106
barrier,24
fragment,11
afterward,25
criminals,79
confinement,16
inmates,12
escaped,39
locks,12
supervisor,13
1999,12
morioh,12
hotbed,12
joutarou,31
kuujou,30
biologist,12
jousuke,12
higashikata,12
strangers,67
joutarous,18
joseph,22
joestar,43
relationalong,12
mildmannered,12
hirose,12
boisterous,102
okuyasu,12
nijimura,12
dedicates,21
disappearances,21
occurswritten,12
assortment,22
telepathy,10
xray,12
inconveniences,13
pile,18
lifea,22
ignorance,10
blissunfortunately,10
spotlight,48
attracting,17
emptyheaded,10
nendou,10
delusional,13
shun,41
kaidou,15
expectedwritten,25
retirement,11
91,11
daze,11
disk,13
handle,96
purchase,24
themsource,90
edge,33
gray,16
woke,25
soldiers,120
joyful,54
correctly,16
whimsical,19
flying,101
whale,13
transformation,19
armored,23
workshop,11
daysource,35
chaldea,12
confusing,11
fategrand,12
firstgrader,10
spotted,43
storehouse,12
suzu,26
torn,18
doujin,23
programmer,13
writer,29
maeda,27
allboys,11
takuya,15
saotome,17
dramatic,25
saionji,10
pleasure,22
sawako,10
prefers,28
literary,22
floor,20
bl,13
depressed,16
muster,17
recovers,16
refused,10
ayase,45
threads,13
naru,44
sono,26
sage,42
breathe,14
inanimate,18
stopping,30
citadel,21
historywritten,16
uncle,27
glance,23
unrecognizable,10
homeless,22
sexual,20
combats,16
foes,79
miia,13
kimihito,13
flare,18
kimihitos,13
ruins,68
kalos,73
records,30
attempted,43
vanquish,17
drained,10
cocoon,19
replenish,10
barren,24
remained,32
eves,24
lighthearted,32
arslan,23
academic,69
despair,107
collaborate,19
qiao,16
bishoujo,11
wears,24
shintarou,11
anonymously,10
email,14
pc,12
yearssource,14
glass,22
float,11
macabre,13
resist,39
mika,26
puzzles,21
endings,15
regard,15
reader,17
bei,14
ikkyuu,16
monk,32
shiba,35
inu,27
curry,39
snack,12
tomoecollapse,18
markings,18
pocket,32
stave,22
ailmentmikage,18
reactivate,22
bonded,21
thoughtwritten,27
berserk,32
limitededition,25
sections,11
armor,61
happygolucky,16
sour,13
marias,10
appeal,30
dubbed,66
halves,12
obtains,18
inherits,19
instincts,21
mad,36
substance,30
sailing,13
angler,11
greenery,15
shared,55
fill,65
amorous,13
superhuman,97
reviving,17
kotori,27
chihaya,36
lucia,15
unveils,37
hated,22
revered,35
perceives,10
bullying,22
deter,11
delinquents,39
mahiru,16
firmly,23
costs,17
ideology,36
pick,36
sunlight,10
lifethreatening,22
takeru,22
eradicate,39
erase,21
naruhodous,10
lawyer,12
courtroom,15
paced,13
innocence,38
clientsgyakuten,10
saiban,10
shinjitsu,10
igi,10
ari,13
tackles,10
absolve,10
easystanding,10
reiji,49
mitsurugi,16
guilty,24
verdicts,16
evidence,39
testimony,10
sifting,10
shout,25
objection,10
torment,19
stumbled,11
advertising,18
exorcist,36
illyasviel,11
einzbern,15
consumes,17
ruby,44
tackled,12
wearing,52
uniform,36
temperature,12
toosaka,32
miyu,14
edelfelt,12
fleeing,40
agents,50
kouhei,19
tsumugi,13
culinary,29
eats,25
inazuma,61
hardest,27
usami,32
kono,15
motley,21
distracting,13
graduates,16
applies,14
yun,29
designing,15
impressive,37
ups,13
downs,12
processwritten,15
garo,32
guren,43
playstation,12
subarus,14
vastly,43
subject,35
quietly,24
rolls,19
hybrid,23
bathed,11
kitten,15
offerwritten,16
sakaguchi,13
hobby,42
gay,15
parties,26
yuujirou,16
conceal,17
toshiaki,12
peoplewritten,12
volumethe,18
maids,20
possibilities,65
kohinata,14
sparking,20
tender,32
influential,16
kanade,22
grader,28
hatsukoi,12
shouta,27
jobless,17
sick,31
importantlyreally,15
bigger,64
curves,15
loser,29
dayseverything,15
smoke,31
bikinis,15
closeness,19
norasco,10
michelle,10
hanabi,37
animesource,28
premiered,24
designed,53
topnotch,27
illustrators,16
mustsee,16
loverssource,16
itsource,28
festa,35
2015,100
isobe,11
isobee,11
shokugeki,16
peeping,31
nijiiro,15
dj,66
shibuya,43
flashing,17
familial,27
impulsive,22
mita,12
nagarekawa,12
differ,45
arena,45
unbeatable,12
possibility,73
annihilation,19
elaborate,22
helpful,64
objective,40
asano,25
principal,34
ruthlessly,12
korosenseis,16
domestic,20
prism,85
pseudonym,10
uploads,10
audition,39
hayate,14
dancer,21
allmale,12
ais,15
scan,14
manabu,28
witchcraft,25
favored,10
abundance,17
cousins,20
kei,70
anthropomorphic,27
teller,11
boysnatsuki,10
hashiba,16
matsunaga,12
playboy,21
girlfriends,21
katakura,10
kinky,10
sadist,21
whip,34
tsuyoshi,13
girlfriendwhen,10
unceremoniously,15
dumps,10
santa,32
claus,31
anna,41
kobayakawa,10
nosy,10
meddle,10
genestella,17
ayato,21
amagiri,17
julisalexia,17
riessfeld,17
strenuous,13
irene,13
julis,17
wishgranting,17
wearer,21
fulfilled,20
agree,34
bidding,10
satisfy,18
orphanage,30
plagued,48
wandering,73
osamu,70
dazai,16
terrorizing,20
doppo,11
kunikida,11
coerced,15
intergalactic,40
volatile,20
solid,40
undercover,32
adoptive,30
antisocial,17
brotherwritten,17
mustering,12
avatar,81
gender,10
badge,10
eureka,55
resting,11
agenda,19
opposition,24
serena,47
xy,68
mega,83
evolution,50
dangerwritten,21
headset,15
sushi,15
greedy,11
brightest,12
geared,10
ruri,12
botan,10
placed,59
difficulties,70
mamiya,15
rokudou,13
alleged,19
quarrel,10
commit,46
cope,42
dine,12
visitor,20
hellsalems,13
cream,44
crop,23
cityas,16
beneficial,22
mounts,18
cordial,10
composure,12
restaurantwritten,10
whitehaired,33
pact,49
guarded,14
lingering,13
komiya,13
frivolous,20
madoka,20
dust,17
kick,23
narumi,37
headstrong,21
glimpse,96
wakabayashi,22
picked,28
wellwritten,23
stratos,14
mutual,41
sample,16
kawasaki,16
motorcycles,11
racer,65
license,13
machi,28
fourteen,13
lesson,15
sung,20
islands,85
commissioned,50
mori,25
businesses,19
foiled,13
usagi,35
crossover,17
closure,25
yachiyo,15
jun,28
takanashi,36
alternatereality,16
overlords,22
thrive,29
paid,30
ginchan,16
pachinkomeanwhile,16
drunkenly,16
staggers,16
fatally,16
clockshaped,16
safeguarded,16
mistaking,20
smash,25
standstill,16
fixed,16
teamfilled,16
tongueincheek,19
heartfelt,22
gintamas,16
crises,23
italy,26
marinoreflecting,12
coat,12
pink,43
maki,28
himekawa,14
tsukishima,31
footing,10
throwing,13
kido,24
mimi,23
rias,11
sexy,11
issei,12
asia,12
technique,26
tsubaki,41
307,10
january,40
clinic,10
obedient,11
halloween,58
nobody,44
farewell,26
giga,13
dive,36
furthest,11
outrageous,13
housewife,12
yuusuke,17
rico,13
precure,175
sites,17
replacement,24
iki,22
yato,26
yukine,20
heinous,24
yatos,12
tracking,10
unexplored,11
essential,11
prelude,12
storys,16
comprised,23
selfcentered,14
manly,16
ichimatsu,10
occurrence,11
pathetic,16
buying,29
recluse,10
gamers,33
item,47
thrilling,23
itsuwari,10
sore,17
kirifuda,60
championjapans,20
funhowever,24
duemouse,20
parka,20
invades,61
duelists,126
befalls,28
kattasource,20
miki,21
george,17
hermes,15
prosperity,110
rocky,17
pleasantly,19
surprises,38
reiko,14
simpleminded,20
frame,24
lengths,14
bag,27
fullbody,10
cyborg,30
shatter,28
pandora,43
shopping,46
fires,14
uncontrollable,18
undying,15
thoughts,126
candy,44
hotaru,37
phantoms,11
infects,10
brain,57
perception,25
affected,36
allowing,104
ichijou,35
drawings,24
calamity,34
sects,27
examination,37
nisekoi,35
photos,11
observing,15
observed,16
oddities,13
futuristic,22
expects,25
hindered,28
raid,27
muco,14
sweetest,10
clumsily,10
swears,30
japansource,11
additionally,20
inheritance,12
firstsource,10
godzilla,15
juggle,10
middleschool,17
dual,27
consideration,11
illicit,10
eradicating,13
vile,10
purification,14
reporter,19
corruption,41
interrogate,14
essence,16
girlssource,10
whisked,48
circus,47
gorilla,20
leg,30
chases,38
trains,50
belong,19
adores,13
namesake,25
47,11
elders,13
documentary,22
mocked,23
childish,47
perseveres,25
culminating,26
acceptance,36
academythe,21
fantasieswhen,21
influences,24
unbelievable,65
cure,211
flora,34
blooming,30
harukas,29
selfdiscovery,44
dreamed,199
germany,19
african,18
border,70
nordic,10
finlands,10
sealand,10
micronations,10
wy,10
seborgawritten,10
fourpart,27
finale,29
tamayura,20
kanbaru,17
suruga,17
enigma,10
locked,41
jewelpet,20
jewelpets,14
jewel,32
skies,25
shimizu,27
homestay,16
liking,14
hamatora,12
tailor,13
irreplaceable,14
kokoa,11
envisioned,13
soldier,101
readily,26
alcoholic,11
ushio,24
aotsuki,12
chores,23
basement,33
impaled,12
spearthe,12
coerce,12
releasing,35
outbreak,26
insurance,14
handushio,12
toras,12
reformed,21
paving,18
integrated,17
assume,26
emergence,19
resplendent,10
flames,75
whereabouts,39
unravels,25
cours,11
excalibur,14
enix,11
ios,32
mi,14
kajiri,10
mushi,24
xviii,10
10yearold,17
insect,26
26,30
turbulent,35
teens,10
remarkable,47
breakthrough,42
bioengineering,19
vanguards,14
utilized,16
exceptionally,22
combateffective,14
expectancy,14
shortened,30
nanomachines,25
servicethe,16
liuli,19
lifespan,21
executing,21
380,14
civilian,36
obediently,14
endduring,14
zhongrong,14
zhou,32
cries,24
scum,14
komori,11
nice,19
served,11
officials,20
drop,37
akito,43
tezuka,17
tatsunoko,12
combines,21
routines,17
ytv,23
zombies,28
vertical,22
broomstown,12
burning,39
internal,53
cake,28
ghoul,19
loop,14
manipulate,28
lays,15
pitcher,59
mitarous,35
23koma,35
shimbun,35
sunday,53
fashionable,48
akihiko,16
horizon,161
secretary,12
asahina,47
kamijou,46
doubts,22
gap,15
miare,55
illustrious,58
citron,44
gaburias,40
cityfar,40
asame,40
slogs,40
sihorn,40
stirs,40
pastpokemon,40
ambitionssatoshi,40
gyms,45
thwart,48
rockets,50
evolutionwritten,40
yona,16
unwittingly,23
hak,16
steals,24
suspects,39
bloom,24
boarding,28
semester,45
decree,19
effectively,24
splitting,19
ratio,105
gakuto,13
shingo,14
jo,10
thoroughly,22
decimated,26
sentence,13
uncomfortable,14
prequel,54
musical,95
suspect,30
meat,20
tank,20
stealing,64
fatekaleid,13
volumesource,12
wakaba,11
sheltered,22
nao,16
summarizing,13
musashino,15
confronting,26
stumble,43
corpse,35
storage,19
aerial,31
pillars,22
aria,30
hesitates,12
operation,66
survivors,48
animejapan,18
monochrome,38
30minute,16
toptier,11
auditions,57
kohana,10
junichirou,10
physicist,10
mercy,16
yd,10
selfdiagnosed,10
illness,58
foregoes,10
blog,17
physics,14
tolerate,10
standard,196
curriculum,30
academics,17
lasting,24
yearn,16
dowritten,17
clothes,37
exorcism,14
hoped,12
assumes,30
typemoon,11
haruki,29
bed,13
satsuki,51
kissing,38
simplified,14
sakurada,20
designated,18
gravity,27
suited,21
swing,51
refined,28
kurusu,15
cuttingedge,66
integration,13
nonhuman,28
coordinator,10
smith,29
darling,10
evergrowing,41
ladies,29
fraught,11
slacking,18
matsuri,17
actresses,15
nishi,12
kanazawa,10
railway,12
tomoo,16
ranges,32
metropolitan,29
reminds,19
paralympics,13
kyouko,14
lamp,13
flick,17
wronged,11
diabolical,13
kidnap,36
banish,18
showdown,27
31,10
hoshi,16
tamagotchi,18
abe,26
underpants,20
concerts,21
utilizes,23
tavern,11
reopening,16
osaka,29
suburb,26
naoki,17
pigs,18
tagline,11
assignments,34
shining,79
friendlier,13
juvenile,10
f,24
packs,10
michael,17
booth,10
reigns,24
engulf,11
eminent,14
resides,31
kyouya,20
17th,36
sensen,13
syndrome,48
resurrecting,10
balls,29
majin,39
buu,35
frieza,17
responds,14
vegeta,18
morewritten,17
solutions,10
ideals,45
hikigaya,12
genuine,23
tucked,15
looked,22
ironically,17
trial,72
error,20
depends,46
raku,15
chitoge,15
kirisaki,15
slew,14
rakus,15
vying,27
suzaku,30
reverted,14
honors,11
tumble,15
accidental,17
convenient,11
miyamura,10
itou,25
unearths,12
obtained,31
sworn,54
regime,11
rally,21
norse,12
monkeys,17
formerly,30
york,42
impenetrable,12
bubble,26
superhumans,25
leonardo,18
expense,82
eyesight,11
tsunashi,10
themafter,13
kaorus,10
harder,21
reflects,16
plant,10
aika,20
delving,31
subsequently,32
namcos,15
asuna,27
mental,52
topics,17
mix,31
espers,25
executive,10
ichinomiya,13
uniforms,23
representatives,17
rankings,22
assists,13
schoolwritten,23
custom,10
ongoing,46
seals,19
supports,16
apparitions,17
inoue,13
jersey,10
trump,19
tennis,35
regulars,10
hire,17
kira,14
sprite,45
nara,28
skin,32
yuuto,17
newborn,11
muse,22
missionsource,10
tent,17
wellafter,10
kaito,71
valley,25
comet,52
grants,74
priceless,17
jewels,19
themselveswritten,13
remastered,33
adheres,28
ema,27
sakaki,38
perseverance,12
kouka,19
shielded,12
befall,16
endyonas,12
treason,22
birthright,12
perils,22
haven,35
wasfree,12
shackles,16
naivety,18
reclaiming,23
conspired,12
phantomhive,14
lavish,17
rages,32
climb,69
murderer,20
eons,27
cubelike,24
quarton,24
bricks,24
tenkai,24
ravaged,63
corekai,24
vilius,24
purposes,42
bravenwolf,24
tributon,24
valorn,24
lydendor,24
unleashed,88
fragments,58
evernow,24
2034,24
ceylan,24
toxsa,24
chooki,24
interdimensional,33
worldssource,38
warped,10
lyrical,20
strikers,10
vivio,11
core,25
villains,96
fiends,11
shimamura,19
scout,47
producers,12
interrogation,10
explanation,12
scouts,16
mio,61
maria,48
arata,71
taught,59
archives,17
trinity,24
directs,10
docile,11
familiars,16
medieval,40
forbids,45
labeled,41
disrupt,17
witchs,52
shinichirou,12
europe,37
bow,36
arrow,32
sakuya,11
twotailed,19
exorcists,41
whove,17
pays,21
cram,10
proposes,13
homura,33
suggestion,12
ribon,14
tte,11
platane,15
alain,15
lizardon,15
fleurdelis,15
hoenn,15
manon,15
harimaron,15
agreespokemon,15
himwritten,56
pac,12
pacworld,12
cyli,12
spiral,32
buds,16
betrayus,12
pacworlders,12
netherworld,18
spheros,12
pals,18
prophesizing,12
pacworlder,12
rescuing,51
pacworldsource,12
d,168
motherly,15
heal,21
heartsource,11
kokuin,11
savior,16
souhei,10
lieutenant,33
tanks,20
celebrating,30
valiant,33
goat,16
switches,11
indie,11
mitaka,10
gigant,16
shooter,16
pog,16
menko,16
menger,16
koide,16
miruko,16
spectacled,16
bully,22
numata,16
realist,38
sharptongued,16
doumoto,16
atarusource,16
slash,16
protector,48
bandits,23
upholding,12
peaks,18
hunted,60
ntvs,18
zip,18
occasionally,27
gatchaman,22
recounts,31
bokura,12
minna,93
scans,24
kanojo,25
persistent,19
maker,10
arsenal,32
flashy,24
nuisance,16
court,48
creepy,29
locker,12
insists,51
zhiquiang,10
countdown,16
plain,23
knit,48
breakdown,17
inhabiting,19
aratas,19
artificially,15
artificial,139
topsecret,14
backwritten,20
snaps,12
humiliation,11
happinesswritten,11
mountaineering,10
backyard,13
homework,25
knowledgeable,10
slopes,10
steep,26
trails,10
tallest,12
resident,22
outclassed,10
kanzaki,69
chifuyu,10
overhead,11
duelist,71
dueling,121
dayhowever,15
hokaben,15
lulu,29
takigawa,23
rekindled,15
kattas,15
rintarou,11
ichika,32
kuramochi,12
hacks,17
ichikas,34
laura,41
charlotte,15
utilize,53
purge,17
fabricated,10
japanthe,34
movements,31
projected,10
animator,74
mate,21
oscar,12
french,13
performed,41
sakuraba,39
futari,13
daydreaming,10
unnoticed,12
colonize,19
erina,25
shindou,52
assignment,24
devouring,23
evolving,58
wonderland,17
driver,33
youths,19
ed,18
ciao,11
dimensional,19
oden,11
idyllic,34
meantime,20
cancer,14
deed,25
trees,103
basking,11
logger,24
recycles,16
retainers,24
hurriedly,10
hasty,12
pose,19
rikka,33
sanae,32
kenji,18
isshiki,11
togashi,14
sneaking,45
yuutas,14
sena,29
lifeon,10
bishamon,14
blissful,16
holder,22
basketball,60
injury,44
false,19
relieved,20
publishing,12
schoolmates,21
mikoto,32
noahs,12
fantastic,29
victoria,15
covert,27
benefactor,15
ootori,29
aogiri,15
persuade,22
inexplicably,35
anomaly,14
darts,10
amok,12
revolving,25
kiryuuin,17
disrupted,38
ryuuko,15
matoi,21
stumbling,17
haunting,32
royale,19
settling,15
gunpoint,10
intentions,47
gradeschooler,18
jirou,25
motoko,35
supplement,13
perfectionist,12
foil,12
yukari,23
yuis,15
peach,59
inugami,12
monkey,153
n,10
bandmates,12
shinsaku,11
katsura,11
konoe,13
pervert,26
accounts,15
fade,17
phase,28
keys,12
claire,13
rouge,12
discouraged,12
contracted,17
begrudgingly,25
indebted,14
option,12
mentally,17
consultant,21
newspaper,34
perspective,50
kouta,17
branded,14
maji,22
k,14
dengeki,31
index,13
μs,24
thrill,13
wixoss,11
persist,15
bearshaving,10
anew,10
dullbutdriven,10
shinypated,10
renewed,20
dispatch,19
riches,142
nonstop,14
sakamichi,18
onoda,18
bulky,14
90kilometer,12
shunsuke,19
imaizumi,16
cyclist,12
incline,12
onodas,12
foray,12
racingwritten,12
intriguing,152
aroundwritten,13
founder,50
upbringing,17
bonyari,10
pendant,38
lock,10
unlocked,10
partednow,10
uninvolved,15
kosaki,10
onodera,15
bee,17
hive,10
turf,24
toss,10
frustrating,15
hives,10
farther,10
whopping,10
lieraku,10
pushover,10
mismatched,10
popping,10
directions,19
expectswritten,14
captors,10
window,16
765,10
sixteen,13
races,64
inhabit,18
lowest,20
humankind,39
responding,13
storysource,24
cuts,20
nearing,20
assistants,21
fugitive,26
stuffed,10
technological,120
footballs,18
football,74
require,86
reliant,18
standards,22
fluctuate,18
ggo,18
footballers,18
createdsource,18
tame,24
voices,18
hardened,139
biology,13
upperclassmen,11
mouse,19
explosive,13
misunderstanding,14
starshaped,13
ashs,14
awakes,38
begunsource,11
blurays,19
factor,21
particles,15
imaginary,23
triggering,14
proceed,10
survivor,87
transferring,32
toppling,10
upside,49
65,28
sickness,15
happenings,17
dates,14
starry,11
2006,54
mutta,42
hibito,42
impressing,42
astronauts,48
marsnow,42
pictured,42
diligently,48
automotive,44
aerospace,49
exploration,67
jaxa,42
application,52
selfdoubts,47
prospects,56
unwilling,71
19,73
agowritten,42
refrain,16
nadeshiko,18
mashiro,31
describes,20
supportive,93
mishaps,12
dissatisfied,10
commemoration,16
connie,15
james,30
jessica,16
vice,50
judo,12
kotomi,20
fits,13
madness,29
undeterred,17
aspect,25
conflictswritten,12
miracles,48
manifests,24
holders,13
troubleshooting,12
victims,103
link,88
diplomatic,14
pulp,11
asian,35
positions,29
fushimi,12
horribly,18
drastic,26
traversing,86
cleaner,10
banri,12
kouko,11
kaga,17
worlda,18
forgetwritten,11
leadthe,10
bladeshe,10
underlings,17
brutally,28
beaten,24
retreats,20
razed,10
senketsu,10
kamui,22
ryuukos,10
latching,10
shinka,14
settles,13
provisional,16
advisor,48
onmyoudou,10
upper,46
onmyouji,31
yakou,11
tsuchimikado,13
plagues,10
onmyou,10
exorcise,12
worldnow,10
harutora,10
tsuchimikados,10
yakous,10
experiment,44
crossed,34
gear,52
hancinema,20
han,71
lurk,30
livestock,17
kansai,26
settled,18
ponder,15
yarasi,15
minamimoin,15
outrage,20
opposing,66
oracle,30
offsource,18
2011,60
notification,14
sketches,10
le,10
shoulder,28
outsource,15
kindaichi,12
sad,25
awareness,17
mechanical,36
17yearold,176
mitsuki,24
abusive,10
kotobuki,11
unrequited,37
distrust,11
hiyoris,20
trailer,23
audio,10
cd,25
nhks,85
kawashima,12
capturing,48
controlling,16
giants,19
toukai,10
bullet,50
trainsource,25
contain,35
excluded,10
highway,11
retrieves,12
suitcase,17
pegasus,11
dwarf,21
marrying,25
kyousuke,37
strengthened,13
regrets,37
manifest,31
closeknit,12
hanekawa,15
doughnutloving,10
deviant,13
bitehappy,10
nadeko,10
senjogahara,10
poignant,10
tsunderemonogatari,10
herselfor,10
feebleness,10
humanitywritten,17
dent,15
spin,12
bulbapedia,12
kurotori,12
chiyoko,14
5thgrader,12
fortunetelling,12
stuffy,15
gyubid,12
insteadfrom,12
hottest,25
extracurricular,36
gyubidsource,12
animenfocom,12
madokamagica,13
viewing,10
storyline,19
peek,10
plate,28
brownhaired,10
golem,10
poison,23
thunder,19
unnamed,25
elemental,23
european,29
monarchy,10
beacon,10
hiizumi,10
mayor,10
signals,31
malicious,51
marvelous,12
doctor,46
entrusts,10
encyclopedia,13
brash,13
nephew,10
tsudas,16
putupon,18
entendres,16
madesource,19
hamburgers,32
clovers,30
carved,33
servings,30
mac,30
stew,30
stomachs,30
volcanoes,30
landscape,66
delectable,30
explorationthe,30
chefs,51
ingredientspossessing,30
toriko,41
komatsua,30
fivestar,30
hoteltoriko,30
cm,22
a1,16
welcome,23
concrete,16
jungle,32
jenny,10
collide,57
blades,16
akihito,17
kanbara,13
assassinate,49
sniper,34
lad,14
battery,23
stardom,32
expanded,15
infecting,16
descends,12
2013,30
ham,13
fuu,14
schoolsource,14
bought,22
welcomes,14
gin,14
appreciate,10
subordinate,14
yoyo,10
uranus,10
calendar,10
karuta,24
planning,29
teammate,26
mashima,11
perfection,15
riko,39
errand,25
lucy,28
allowed,69
yutaka,10
miyoshi,15
oomiya,11
sorrow,11
penned,11
cultures,24
realms,35
external,16
william,13
lineage,17
devotion,29
solomon,19
altogether,17
agreeing,10
belongs,29
incomplete,14
allure,13
alba,22
frühling,10
nap,19
ross,10
quests,18
charlie,13
uninterested,12
lazing,12
overjoyed,10
spatial,13
simulated,28
naruse,33
dou,13
barriers,11
sapphire,12
abandon,18
gears,12
104th,17
trainee,14
corps,71
titans,60
managersource,11
gargantia,19
67,10
volunteers,19
homeland,33
populace,11
handed,31
imagines,16
broadcasted,11
buddha,13
parks,11
hindrance,32
unexplained,24
b,19
leisurely,20
advises,17
budding,46
thirty,29
150,14
imminent,27
quake,10
skirmish,20
annihilating,26
commanded,14
forcibly,10
presenting,15
freshmen,30
predicting,10
entailwritten,10
mortals,12
isla,11
embarking,28
guise,69
valentino,15
warship,16
aegis,10
sonoko,16
operations,22
severed,32
mainland,30
nun,12
m,15
wrestlers,14
desireswritten,11
tabi,13
umi,12
adversary,21
gripping,11
mermaid,20
violet,15
kousaka,17
strained,85
cryptic,14
prays,12
praying,10
clans,78
bahamut,22
plasma,11
un,21
consuming,23
superiors,15
niconico,11
100th,10
studios,66
kintoki,24
gintokis,16
goldenhaired,16
doppelganger,21
characterin,16
redlight,16
yoshiwara,20
courtesan,16
backstories,19
yoshiwaras,16
flashback,24
everlasting,30
soulsgintama,16
enchousen,16
actionpacked,36
unknowingly,35
volleyball,57
situated,18
subjectstogether,14
grizzly,18
sasako,14
cafewritten,14
moritaka,10
takagialso,10
muto,10
ashirogiare,10
adaption,10
niizuma,10
declaring,10
animein,10
bakuman,10
ashirogi,10
dreamwritten,10
hatori,15
hiiro,16
comprehensive,10
22nd,39
kiriyama,30
taishou,12
bucyake,10
yohdel,10
wiped,78
federation,76
controls,21
warsource,11
playground,24
homes,21
tsukuyomi,12
surveillance,13
theoretically,10
lee,17
embraces,14
iria,15
halfhuman,15
inaba,11
literally,27
extract,10
examining,12
alma,27
attackers,30
astonishing,12
belonging,14
descendants,18
75,10
utopia,17
delve,30
devotes,14
notion,33
patrons,12
inspiring,19
choi,14
lifestyles,14
inhabited,101
cooks,11
ascend,21
cakes,27
suffer,53
hiiragi,33
animators,63
instructors,29
nazuna,18
protective,28
artistic,12
vol1,12
eleven,73
tables,17
hitoyoshi,25
tyranny,22
resurfacing,13
acquaintance,15
travelling,13
masses,13
scars,29
crumbles,16
interaction,10
emotionswritten,16
twisted,58
yami,22
portion,11
disrupts,11
passage,18
agothe,10
signature,12
gun,41
furuya,52
outlaw,12
evildoers,10
gangsters,18
cops,12
flaming,11
kore,10
decaying,13
danball,12
w,47
changesource,30
isshu,11
shirona,11
villa,17
participates,29
initiate,15
miya,14
akiko,10
vanish,15
idofront,10
whistle,20
reg,20
nanachi,15
uncharted,33
unease,27
onward,11
settlement,15
abysswritten,15
doupo,18
cangqiong,18
slane,11
theocracy,11
reestize,10
baharuth,10
rune,20
el,41
arranges,12
comprehension,17
nian,100
yong,10
fist,30
tested,14
succeeds,29
sealing,11
oudou,32
cluster,11
konohagakure,160
allied,98
hokage,85
uzumaki,160
watchful,88
stepped,87
ninjaboruto,80
narutos,80
worsened,80
arrogance,81
borutos,80
lifenew,80
generationswritten,80
yuuji,23
knitted,45
wool,44
yarn,44
unicorn,78
kyupi,40
polishes,40
pans,44
harigorou,40
interfere,43
muu,36
fanren,20
xiu,26
chuan,23
chu,31
shina,59
otoppe,57
tigers,25
immortals,26
arenasource,16
tencent,13
abolished,10
wang,22
maintained,11
succeeded,20
loyalty,36
kousuke,38
yao,44
territories,28
integrate,16
orphaned,18
overnight,49
resurrection,17
refine,20
pu,12
biwa,11
notoriety,11
gol,132
roger,136
pirate,152
sailed,132
execution,146
revelation,174
piecewhich,132
fameand,132
kingenter,132
defies,145
definition,132
toothless,132
ransacking,132
luffys,139
